#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
IV	13353252	13353273	piRNA_type_26904_IV-13353252_neg_-1.37885276163	255.0	-	13353252	13353273	0	1	21	13353251	all_pis_typeII.bed
II	13841150	13841171	piRNA_type_26907_II-13841150_neg_-1.43793582749	255.0	-	13841150	13841171	0	1	21	13841149	all_pis_typeII.bed
X	7075078	7075099	piRNA_type_26906_X-7075078_pos_-1.41349626523	255.0	+	7075078	7075099	0	1	21	7075071	all_pis_typeII.bed
II	2145000	2145021	piRNA_type_24219_II-2145000_neg_-8.83825583188	255.0	-	2145000	2145021	0	1	21	2144998	all_pis_typeII.bed
V	13118995	13119016	piRNA_type_24218_V-13118995_neg_-8.77570986614	255.0	-	13118995	13119016	0	1	21	13118994	all_pis_typeII.bed
I	10687126	10687147	piRNA_type_24217_I-10687126_neg_-8.83107069505	255.0	-	10687126	10687147	0	1	21	10687125	all_pis_typeII.bed
V	11644390	11644411	piRNA_type_24216_V-11644390_pos_-8.80099752027	255.0	+	11644390	11644411	0	1	21	11644389	all_pis_typeII.bed
IV	8010621	8010642	piRNA_type_24215_IV-8010621_neg_-8.75431683756	255.0	-	8010621	8010642	0	1	21	8010613	all_pis_typeII.bed
IV	14411487	14411508	piRNA_type_24214_IV-14411487_neg_-8.75050355459	255.0	-	14411487	14411508	0	1	21	14411486	all_pis_typeII.bed
IV	4307504	4307525	piRNA_type_24213_IV-4307504_pos_-8.80416731081	255.0	+	4307504	4307525	0	1	21	4307500	all_pis_typeII.bed
II	12042148	12042169	piRNA_type_24212_II-12042148_neg_-8.79666027886	255.0	-	12042148	12042169	0	1	21	12042147	all_pis_typeII.bed
V	15187749	15187770	piRNA_type_24211_V-15187749_neg_-8.80132461479	255.0	-	15187749	15187770	0	1	21	15187748	all_pis_typeII.bed
IV	16646601	16646622	piRNA_type_24210_IV-16646601_neg_-8.93050609238	255.0	-	16646601	16646622	0	1	21	16646600	all_pis_typeII.bed
V	5592561	5592582	piRNA_type_23889_V-5592561_pos_-9.49188968773	255.0	+	5592561	5592582	0	1	21	5592556	all_pis_typeII.bed
V	8302675	8302696	piRNA_type_23888_V-8302675_neg_-9.48973851294	255.0	-	8302675	8302696	0	1	21	8302667	all_pis_typeII.bed
III	6971998	6972019	piRNA_type_23887_III-6971998_neg_-9.49248149779	255.0	-	6971998	6972019	0	1	21	6971992	all_pis_typeII.bed
III	7573018	7573039	piRNA_type_23886_III-7573018_neg_-9.6398100287	255.0	-	7573018	7573039	0	1	21	7573011	all_pis_typeII.bed
IV	4779141	4779162	piRNA_type_23885_IV-4779141_pos_-9.56962318207	255.0	+	4779141	4779162	0	1	21	4779137	all_pis_typeII.bed
V	4691989	4692010	piRNA_type_23884_V-4691989_neg_-9.59636398983	255.0	-	4691989	4692010	0	1	21	4691985	all_pis_typeII.bed
II	9605640	9605661	piRNA_type_23883_II-9605640_pos_-9.61911680595	255.0	+	9605640	9605661	0	1	21	9605631	all_pis_typeII.bed
X	827754	827775	piRNA_type_23882_X-827754_pos_-9.59235437655	255.0	+	827754	827775	0	1	21	827746	all_pis_typeII.bed
II	12678702	12678723	piRNA_type_23881_II-12678702_pos_-9.6466231108	255.0	+	12678702	12678723	0	1	21	12678701	all_pis_typeII.bed
V	1383734	1383755	piRNA_type_23880_V-1383734_pos_-9.55424679973	255.0	+	1383734	1383755	0	1	21	1383733	all_pis_typeII.bed
III	11526651	11526672	piRNA_type_24406_III-11526651_pos_-8.36653766064	255.0	+	11526651	11526672	0	1	21	11526650	all_pis_typeII.bed
IV	15818099	15818120	piRNA_type_28766_IV-15818099_neg_5.7612712753	255.0	-	15818099	15818120	0	1	21	15818098	all_pis_typeII.bed
IV	16473219	16473240	piRNA_type_28348_IV-16473219_neg_4.25881086288	255.0	-	16473219	16473240	0	1	21	16473218	all_pis_typeII.bed
IV	10176544	10176565	piRNA_type_24407_IV-10176544_pos_-8.43686933559	255.0	+	10176544	10176565	0	1	21	10176543	all_pis_typeII.bed
IV	16005892	16005913	piRNA_type_28765_IV-16005892_pos_5.79082534293	255.0	+	16005892	16005913	0	1	21	16005891	all_pis_typeII.bed
X	4010513	4010534	piRNA_type_26473_X-4010513_neg_-2.92679284558	255.0	-	4010513	4010534	0	1	21	4010509	all_pis_typeII.bed
I	11481448	11481469	piRNA_type_29462_V-1258341_pos_9.98966085428	255.0	+	11481448	11481469	0	1	21	11481447	all_pis_typeII.bed
I	4373278	4373299	piRNA_type_26336_I-4373278_pos_-3.30227972876	255.0	+	4373278	4373299	0	1	21	4373274	all_pis_typeII.bed
V	6517879	6517900	piRNA_type_24404_V-6517879_pos_-8.42587175486	255.0	+	6517879	6517900	0	1	21	6517873	all_pis_typeII.bed
II	10450552	10450573	piRNA_type_28764_II-10450552_neg_5.66724174864	255.0	-	10450552	10450573	0	1	21	10450551	all_pis_typeII.bed
II	3597646	3597667	piRNA_type_27596_II-3597646_pos_1.35493630604	255.0	+	3597646	3597667	0	1	21	3597643	all_pis_typeII.bed
X	13145093	13145114	piRNA_type_26337_X-13145093_neg_-3.3457423233	255.0	-	13145093	13145114	0	1	21	13145092	all_pis_typeII.bed
III	2576421	2576442	piRNA_type_24405_III-2576421_pos_-8.36735588518	255.0	+	2576421	2576442	0	1	21	2576419	all_pis_typeII.bed
V	16356934	16356955	piRNA_type_27740_V-16356934_neg_1.98166931922	255.0	-	16356934	16356955	0	1	21	16356933	all_pis_typeII.bed
IV	15086258	15086279	piRNA_type_27741_IV-15086258_pos_2.01498952238	255.0	+	15086258	15086279	0	1	21	15086257	all_pis_typeII.bed
I	6780399	6780420	piRNA_type_27742_I-6780399_pos_1.98720618709	255.0	+	6780399	6780420	0	1	21	6780393	all_pis_typeII.bed
IV	16873445	16873466	piRNA_type_27743_IV-16873445_neg_2.04895071168	255.0	-	16873445	16873466	0	1	21	16873444	all_pis_typeII.bed
IV	15716639	15716660	piRNA_type_27744_IV-15716639_pos_2.03886306	255.0	+	15716639	15716660	0	1	21	15716638	all_pis_typeII.bed
IV	6639765	6639786	piRNA_type_27745_IV-6639765_pos_1.97905471335	255.0	+	6639765	6639786	0	1	21	6639759	all_pis_typeII.bed
IV	13638635	13638656	piRNA_type_27746_IV-13638635_pos_2.04802911661	255.0	+	13638635	13638656	0	1	21	13638634	all_pis_typeII.bed
II	2529291	2529312	piRNA_type_27747_II-2529291_neg_1.97048189643	255.0	-	2529291	2529312	0	1	21	2529289	all_pis_typeII.bed
I	9772778	9772799	piRNA_type_27748_I-9772778_pos_1.96707184602	255.0	+	9772778	9772799	0	1	21	9772769	all_pis_typeII.bed
II	11917660	11917681	piRNA_type_27749_II-11917660_neg_1.95252122596	255.0	-	11917660	11917681	0	1	21	11917659	all_pis_typeII.bed
V	9790106	9790127	piRNA_type_22134_V-9790106_pos_-13.4216362185	255.0	+	9790106	9790127	0	1	21	9790097	all_pis_typeII.bed
IV	14113732	14113753	piRNA_type_22135_IV-14113732_neg_-13.4032768948	255.0	-	14113732	14113753	0	1	21	14113731	all_pis_typeII.bed
II	13369485	13369506	piRNA_type_22136_II-13369485_pos_-13.3561856736	255.0	+	13369485	13369506	0	1	21	13369484	all_pis_typeII.bed
V	7084854	7084875	piRNA_type_22137_V-7084854_neg_-13.3977404871	255.0	-	7084854	7084875	0	1	21	7084847	all_pis_typeII.bed
III	8405552	8405573	piRNA_type_22130_III-8405552_neg_-13.4169480117	255.0	-	8405552	8405573	0	1	21	8405544	all_pis_typeII.bed
III	6173267	6173288	piRNA_type_22131_III-6173267_pos_-13.380261428	255.0	+	6173267	6173288	0	1	21	6173261	all_pis_typeII.bed
IV	6156912	6156933	piRNA_type_22132_IV-6156912_neg_-13.395303399	255.0	-	6156912	6156933	0	1	21	6156906	all_pis_typeII.bed
X	1977972	1977993	piRNA_type_22133_X-1977972_pos_-13.3727676261	255.0	+	1977972	1977993	0	1	21	1977971	all_pis_typeII.bed
V	10003572	10003593	piRNA_type_22138_V-10003572_pos_-13.4203103233	255.0	+	10003572	10003593	0	1	21	10003571	all_pis_typeII.bed
V	7776249	7776270	piRNA_type_22139_V-7776249_neg_-13.428056649	255.0	-	7776249	7776270	0	1	21	7776242	all_pis_typeII.bed
I	1011396	1011417	piRNA_type_23087_I-1011396_pos_-11.3417898278	255.0	+	1011396	1011417	0	1	21	1011395	all_pis_typeII.bed
I	4186101	4186122	piRNA_type_23086_I-4186101_pos_-11.3022265499	255.0	+	4186101	4186122	0	1	21	4186097	all_pis_typeII.bed
IV	8421598	8421619	piRNA_type_23085_IV-8421598_neg_-11.3367649304	255.0	-	8421598	8421619	0	1	21	8421590	all_pis_typeII.bed
I	7128190	7128211	piRNA_type_23084_I-7128190_neg_-11.2704677965	255.0	-	7128190	7128211	0	1	21	7128183	all_pis_typeII.bed
IV	6789995	6790016	piRNA_type_23083_IV-6789995_pos_-11.2881768332	255.0	+	6789995	6790016	0	1	21	6789989	all_pis_typeII.bed
V	4963584	4963605	piRNA_type_23082_V-4963584_neg_-11.3380977913	255.0	-	4963584	4963605	0	1	21	4963580	all_pis_typeII.bed
IV	11605157	11605178	piRNA_type_23081_IV-11605157_pos_-11.319014122	255.0	+	11605157	11605178	0	1	21	11605156	all_pis_typeII.bed
I	7865854	7865875	piRNA_type_23080_I-7865854_pos_-11.3176617739	255.0	+	7865854	7865875	0	1	21	7865847	all_pis_typeII.bed
IV	14821804	14821825	piRNA_type_23089_IV-14821804_neg_-11.3393105591	255.0	-	14821804	14821825	0	1	21	14821803	all_pis_typeII.bed
I	12077927	12077948	piRNA_type_23088_I-12077927_pos_-11.3453870063	255.0	+	12077927	12077948	0	1	21	12077926	all_pis_typeII.bed
IV	7926724	7926745	piRNA_type_21292_IV-7926724_pos_-15.7919320507	255.0	+	7926724	7926745	0	1	21	7926717	all_pis_typeII.bed
I	9788797	9788818	piRNA_type_22866_I-9788797_pos_-11.6828570012	255.0	+	9788797	9788818	0	1	21	9788788	all_pis_typeII.bed
I	8438702	8438723	piRNA_type_22867_I-8438702_pos_-11.6856823818	255.0	+	8438702	8438723	0	1	21	8438694	all_pis_typeII.bed
III	12905143	12905164	piRNA_type_22688_III-12905143_neg_-12.2243342966	255.0	-	12905143	12905164	0	1	21	12905142	all_pis_typeII.bed
II	1927761	1927782	piRNA_type_22865_II-1927761_pos_-11.8372606733	255.0	+	1927761	1927782	0	1	21	1927760	all_pis_typeII.bed
IV	13401073	13401094	piRNA_type_22862_IV-13401073_neg_-11.7879545504	255.0	-	13401073	13401094	0	1	21	13401072	all_pis_typeII.bed
IV	6459400	6459421	piRNA_type_22863_IV-6459400_neg_-11.8166118263	255.0	-	6459400	6459421	0	1	21	6459394	all_pis_typeII.bed
V	15766331	15766352	piRNA_type_22860_V-15766331_neg_-11.8354356492	255.0	-	15766331	15766352	0	1	21	15766330	all_pis_typeII.bed
IV	12786639	12786660	piRNA_type_22861_IV-12786639_pos_-11.7560160942	255.0	+	12786639	12786660	0	1	21	12786638	all_pis_typeII.bed
II	4227715	4227736	piRNA_type_22682_II-4227715_neg_-12.1735293871	255.0	-	4227715	4227736	0	1	21	4227711	all_pis_typeII.bed
X	163570	163591	piRNA_type_22683_X-163570_neg_-12.2096924784	255.0	-	163570	163591	0	1	21	163569	all_pis_typeII.bed
III	5706293	5706314	piRNA_type_22680_III-5706293_neg_-12.2118610871	255.0	-	5706293	5706314	0	1	21	5706288	all_pis_typeII.bed
I	9853370	9853391	piRNA_type_22681_I-9853370_neg_-12.2023284128	255.0	-	9853370	9853391	0	1	21	9853361	all_pis_typeII.bed
I	4744757	4744778	piRNA_type_22686_I-4744757_pos_-12.2103978687	255.0	+	4744757	4744778	0	1	21	4744753	all_pis_typeII.bed
IV	7924175	7924196	piRNA_type_22687_IV-7924175_neg_-12.1583534592	255.0	-	7924175	7924196	0	1	21	7924168	all_pis_typeII.bed
I	5509244	5509265	piRNA_type_22868_I-5509244_neg_-11.7026203698	255.0	-	5509244	5509265	0	1	21	5509239	all_pis_typeII.bed
I	7772789	7772810	piRNA_type_22869_I-7772789_pos_-11.6934483998	255.0	+	7772789	7772810	0	1	21	7772782	all_pis_typeII.bed
IV	11410417	11410438	piRNA_type_25485_IV-11410417_pos_-5.81675671078	255.0	+	11410417	11410438	0	1	21	11410416	all_pis_typeII.bed
IV	11593076	11593097	piRNA_type_25484_IV-11593076_pos_-5.75668826937	255.0	+	11593076	11593097	0	1	21	11593075	all_pis_typeII.bed
IV	2495222	2495243	piRNA_type_25487_IV-2495222_neg_-5.76441167588	255.0	-	2495222	2495243	0	1	21	2495220	all_pis_typeII.bed
V	15184663	15184684	piRNA_type_25486_V-15184663_pos_-5.79746736304	255.0	+	15184663	15184684	0	1	21	15184662	all_pis_typeII.bed
IV	14448967	14448988	piRNA_type_25481_IV-14448967_neg_-5.81320061065	255.0	-	14448967	14448988	0	1	21	14448966	all_pis_typeII.bed
V	15395167	15395188	piRNA_type_25340_V-15395167_pos_-6.18216854137	255.0	+	15395167	15395188	0	1	21	15395166	all_pis_typeII.bed
II	10450716	10450737	piRNA_type_25483_II-10450716_pos_-5.79732621915	255.0	+	10450716	10450737	0	1	21	10450715	all_pis_typeII.bed
I	4185704	4185725	piRNA_type_25482_I-4185704_neg_-5.76739607068	255.0	-	4185704	4185725	0	1	21	4185700	all_pis_typeII.bed
V	5767265	5767286	piRNA_type_29545_V-5767265_neg_14.4941542973	255.0	-	5767265	5767286	0	1	21	5767260	all_pis_typeII.bed
IV	17278681	17278702	piRNA_type_25489_IV-17278681_pos_-5.76057299047	255.0	+	17278681	17278702	0	1	21	17278680	all_pis_typeII.bed
V	3038152	3038173	piRNA_type_25488_V-3038152_neg_-5.80749819197	255.0	-	3038152	3038173	0	1	21	3038149	all_pis_typeII.bed
III	6608237	6608258	piRNA_type_2135_III-6608237_neg_-22.5890458216	255.0	-	6608237	6608258	0	1	21	6608231	all_pis_typeII.bed
IV	10766314	10766335	piRNA_type_2134_IV-10766314_pos_-22.5623115693	255.0	+	10766314	10766335	0	1	21	10766313	all_pis_typeII.bed
III	4568780	4568801	piRNA_type_2137_III-4568780_pos_-22.6258801259	255.0	+	4568780	4568801	0	1	21	4568776	all_pis_typeII.bed
IV	240566	240587	piRNA_type_2136_IV-240566_pos_-22.6154146305	255.0	+	240566	240587	0	1	21	240564	all_pis_typeII.bed
III	3294513	3294534	piRNA_type_2131_III-3294513_pos_-22.5635448728	255.0	+	3294513	3294534	0	1	21	3294510	all_pis_typeII.bed
IV	7039699	7039720	piRNA_type_2130_IV-7039699_pos_-22.6264488262	255.0	+	7039699	7039720	0	1	21	7039692	all_pis_typeII.bed
V	11521699	11521720	piRNA_type_2133_V-11521699_pos_-22.5728242553	255.0	+	11521699	11521720	0	1	21	11521698	all_pis_typeII.bed
V	4450815	4450836	piRNA_type_2132_V-4450815_pos_-22.6323891859	255.0	+	4450815	4450836	0	1	21	4450811	all_pis_typeII.bed
II	8457105	8457126	piRNA_type_2139_II-8457105_neg_-22.5383433219	255.0	-	8457105	8457126	0	1	21	8457097	all_pis_typeII.bed
II	2752682	2752703	piRNA_type_2138_II-2752682_neg_-22.5124135953	255.0	-	2752682	2752703	0	1	21	2752680	all_pis_typeII.bed
IV	11377539	11377560	piRNA_type_24644_IV-11377539_pos_-7.84324119173	255.0	+	11377539	11377560	0	1	21	11377538	all_pis_typeII.bed
IV	4247579	4247600	piRNA_type_23623_IV-4247579_pos_-10.1469439935	255.0	+	4247579	4247600	0	1	21	4247575	all_pis_typeII.bed
I	4451035	4451056	piRNA_type_23622_I-4451035_neg_-10.1375138685	255.0	-	4451035	4451056	0	1	21	4451031	all_pis_typeII.bed
IV	4760803	4760824	piRNA_type_23621_IV-4760803_neg_-10.0516675357	255.0	-	4760803	4760824	0	1	21	4760799	all_pis_typeII.bed
IV	2388969	2388990	piRNA_type_23620_IV-2388969_neg_-10.1387980991	255.0	-	2388969	2388990	0	1	21	2388967	all_pis_typeII.bed
II	13461699	13461720	piRNA_type_23627_II-13461699_neg_-10.1345242762	255.0	-	13461699	13461720	0	1	21	13461698	all_pis_typeII.bed
II	6588745	6588766	piRNA_type_23626_II-6588745_neg_-10.1022344202	255.0	-	6588745	6588766	0	1	21	6588739	all_pis_typeII.bed
III	6411535	6411556	piRNA_type_23625_III-6411535_pos_-10.139515412	255.0	+	6411535	6411556	0	1	21	6411529	all_pis_typeII.bed
II	11169028	11169049	piRNA_type_23624_II-11169028_neg_-10.1111636914	255.0	-	11169028	11169049	0	1	21	11169027	all_pis_typeII.bed
III	8918024	8918045	piRNA_type_23629_III-8918024_neg_-10.0604136422	255.0	-	8918024	8918045	0	1	21	8918016	all_pis_typeII.bed
I	13218844	13218865	piRNA_type_23628_I-13218844_neg_-10.0647177083	255.0	-	13218844	13218865	0	1	21	13218843	all_pis_typeII.bed
IV	5141535	5141556	piRNA_type_25669_IV-5141535_pos_-5.26399907053	255.0	+	5141535	5141556	0	1	21	5141530	all_pis_typeII.bed
II	12880509	12880530	piRNA_type_25668_II-12880509_neg_-5.30775247424	255.0	-	12880509	12880530	0	1	21	12880508	all_pis_typeII.bed
II	14247568	14247589	piRNA_type_25661_II-14247568_pos_-5.25165352301	255.0	+	14247568	14247589	0	1	21	14247567	all_pis_typeII.bed
II	11348443	11348464	piRNA_type_25660_II-11348443_pos_-5.33956302169	255.0	+	11348443	11348464	0	1	21	11348442	all_pis_typeII.bed
V	19287175	19287196	piRNA_type_24645_V-19287175_pos_-7.77731634784	255.0	+	19287175	19287196	0	1	21	19287174	all_pis_typeII.bed
III	9546215	9546236	piRNA_type_25662_III-9546215_pos_-5.33288753384	255.0	+	9546215	9546236	0	1	21	9546206	all_pis_typeII.bed
II	14857168	14857189	piRNA_type_25665_II-14857168_pos_-5.3475313289	255.0	+	14857168	14857189	0	1	21	14857167	all_pis_typeII.bed
V	10142432	10142453	piRNA_type_25664_V-10142432_neg_-5.34496325253	255.0	-	10142432	10142453	0	1	21	10142431	all_pis_typeII.bed
IV	6789857	6789878	piRNA_type_25667_IV-6789857_neg_-5.31712237002	255.0	-	6789857	6789878	0	1	21	6789851	all_pis_typeII.bed
V	10212413	10212434	piRNA_type_25666_V-10212413_neg_-5.34475980576	255.0	-	10212413	10212434	0	1	21	10212412	all_pis_typeII.bed
IV	2902216	2902237	piRNA_type_26795_IV-2902216_pos_-1.68676202224	255.0	+	2902216	2902237	0	1	21	2902214	all_pis_typeII.bed
IV	16175652	16175673	piRNA_type_28645_IV-16175652_pos_5.35826876555	255.0	+	16175652	16175673	0	1	21	16175651	all_pis_typeII.bed
IV	7902586	7902607	piRNA_type_24646_IV-7902586_neg_-7.78940930731	255.0	-	7902586	7902607	0	1	21	7902579	all_pis_typeII.bed
IV	5330361	5330382	piRNA_type_27448_IV-5330361_neg_0.791873052677	255.0	-	5330361	5330382	0	1	21	5330356	all_pis_typeII.bed
IV	6905586	6905607	piRNA_type_29082_IV-6905586_neg_6.82021457518	255.0	-	6905586	6905607	0	1	21	6905580	all_pis_typeII.bed
I	7466986	7467007	piRNA_type_26796_I-7466986_neg_-1.71779362804	255.0	-	7466986	7467007	0	1	21	7466979	all_pis_typeII.bed
II	6975937	6975958	piRNA_type_2799_II-6975937_pos_-17.665879864	255.0	+	6975937	6975958	0	1	21	6975931	all_pis_typeII.bed
IV	5955154	5955175	piRNA_type_2798_IV-5955154_pos_-17.7267313503	255.0	+	5955154	5955175	0	1	21	5955149	all_pis_typeII.bed
II	5997865	5997886	piRNA_type_2791_II-5997865_pos_-17.7593139071	255.0	+	5997865	5997886	0	1	21	5997860	all_pis_typeII.bed
I	8329524	8329545	piRNA_type_2790_I-8329524_neg_-17.8089492386	255.0	-	8329524	8329545	0	1	21	8329516	all_pis_typeII.bed
I	636863	636884	piRNA_type_2793_I-636863_pos_-17.6509630522	255.0	+	636863	636884	0	1	21	636857	all_pis_typeII.bed
I	15013967	15013988	piRNA_type_21011_I-15013967_neg_-16.774193684	255.0	-	15013967	15013988	0	1	21	15013966	all_pis_typeII.bed
V	6312047	6312068	piRNA_type_2795_V-6312047_neg_-17.6759437946	255.0	-	6312047	6312068	0	1	21	6312041	all_pis_typeII.bed
I	14721550	14721571	piRNA_type_2794_I-14721550_neg_-17.6639778548	255.0	-	14721550	14721571	0	1	21	14721549	all_pis_typeII.bed
I	10185433	10185454	piRNA_type_2797_I-10185433_neg_-17.7494379456	255.0	-	10185433	10185454	0	1	21	10185432	all_pis_typeII.bed
I	2433789	2433810	piRNA_type_2796_I-2433789_pos_-17.6945344499	255.0	+	2433789	2433810	0	1	21	2433787	all_pis_typeII.bed
I	1678529	1678550	piRNA_type_26797_I-1678529_pos_-1.71832980296	255.0	+	1678529	1678550	0	1	21	1678528	all_pis_typeII.bed
V	11787867	11787888	piRNA_type_23557_V-11787867_neg_-10.1786576295	255.0	-	11787867	11787888	0	1	21	11787866	all_pis_typeII.bed
III	9817080	9817101	piRNA_type_27518_III-9817080_pos_1.05277307595	255.0	+	9817080	9817101	0	1	21	9817071	all_pis_typeII.bed
IV	14619090	14619111	piRNA_type_26790_IV-14619090_pos_-1.76787508433	255.0	+	14619090	14619111	0	1	21	14619089	all_pis_typeII.bed
V	401917	401938	piRNA_type_29429_V-401917_pos_8.14128118307	255.0	+	401917	401938	0	1	21	401913	all_pis_typeII.bed
V	7146577	7146598	piRNA_type_29543_V-7146577_pos_14.3535320345	255.0	+	7146577	7146598	0	1	21	7146570	all_pis_typeII.bed
III	12250466	12250487	piRNA_type_2863_III-12250466_pos_-17.3971645095	255.0	+	12250466	12250487	0	1	21	12250465	all_pis_typeII.bed
II	9557508	9557529	piRNA_type_2862_II-9557508_neg_-17.4519209502	255.0	-	9557508	9557529	0	1	21	9557499	all_pis_typeII.bed
IV	13783652	13783673	piRNA_type_2861_IV-13783652_neg_-18.801791877	255.0	-	13783652	13783673	0	1	21	13783651	all_pis_typeII.bed
I	47164	47185	piRNA_type_2860_I-47164_pos_-17.4733610768	255.0	+	47164	47185	0	1	21	47160	all_pis_typeII.bed
V	4347078	4347099	piRNA_type_2867_V-4347078_pos_-17.355855027	255.0	+	4347078	4347099	0	1	21	4347074	all_pis_typeII.bed
V	17274383	17274404	piRNA_type_2866_V-17274383_pos_-17.4146034322	255.0	+	17274383	17274404	0	1	21	17274382	all_pis_typeII.bed
III	10334211	10334232	piRNA_type_2865_III-10334211_pos_-17.4323304838	255.0	+	10334211	10334232	0	1	21	10334210	all_pis_typeII.bed
IV	12618201	12618222	piRNA_type_2864_IV-12618201_pos_-17.3515684417	255.0	+	12618201	12618222	0	1	21	12618200	all_pis_typeII.bed
I	13661879	13661900	piRNA_type_2869_I-13661879_pos_-17.3648202368	255.0	+	13661879	13661900	0	1	21	13661878	all_pis_typeII.bed
III	3508766	3508787	piRNA_type_2868_III-3508766_pos_-17.351994442	255.0	+	3508766	3508787	0	1	21	3508763	all_pis_typeII.bed
V	15029239	15029260	piRNA_type_288_V-15029239_pos_-23.4957181471	255.0	+	15029239	15029260	0	1	21	15029238	all_pis_typeII.bed
I	8389274	8389295	piRNA_type_289_I-8389274_neg_-23.4859873224	255.0	-	8389274	8389295	0	1	21	8389266	all_pis_typeII.bed
IV	6166286	6166307	piRNA_type_26791_IV-6166286_pos_-1.77142365108	255.0	+	6166286	6166307	0	1	21	6166280	all_pis_typeII.bed
V	13660389	13660410	piRNA_type_284_V-13660389_pos_-23.5296549447	255.0	+	13660389	13660410	0	1	21	13660388	all_pis_typeII.bed
I	4603103	4603124	piRNA_type_285_I-4603103_pos_-23.4823395097	255.0	+	4603103	4603124	0	1	21	4603099	all_pis_typeII.bed
II	10948751	10948772	piRNA_type_286_II-10948751_neg_-23.5206674557	255.0	-	10948751	10948772	0	1	21	10948750	all_pis_typeII.bed
II	6951678	6951699	piRNA_type_287_II-6951678_pos_-23.4575818722	255.0	+	6951678	6951699	0	1	21	6951672	all_pis_typeII.bed
I	10808466	10808487	piRNA_type_280_I-10808466_pos_-23.7321327126	255.0	+	10808466	10808487	0	1	21	10808465	all_pis_typeII.bed
X	6263241	6263262	piRNA_type_281_X-6263241_neg_-23.6615408492	255.0	-	6263241	6263262	0	1	21	6263235	all_pis_typeII.bed
I	9788524	9788545	piRNA_type_282_I-9788524_neg_-23.6000212235	255.0	-	9788524	9788545	0	1	21	9788515	all_pis_typeII.bed
III	1418965	1418986	piRNA_type_283_III-1418965_pos_-23.4856616296	255.0	+	1418965	1418986	0	1	21	1418964	all_pis_typeII.bed
I	3438886	3438907	piRNA_type_24642_I-3438886_neg_-7.75289567025	255.0	-	3438886	3438907	0	1	21	3438883	all_pis_typeII.bed
I	1836323	1836344	piRNA_type_26439_I-1836323_neg_-3.04919074121	255.0	-	1836323	1836344	0	1	21	1836322	all_pis_typeII.bed
I	10566259	10566280	piRNA_type_26792_I-10566259_pos_-1.68903988599	255.0	+	10566259	10566280	0	1	21	10566258	all_pis_typeII.bed
IV	11143211	11143232	piRNA_type_26338_IV-11143211_pos_-3.32365898758	255.0	+	11143211	11143232	0	1	21	11143210	all_pis_typeII.bed
IV	15349553	15349574	piRNA_type_24643_IV-15349553_pos_-7.84549743108	255.0	+	15349553	15349574	0	1	21	15349552	all_pis_typeII.bed
II	10820244	10820265	piRNA_type_21396_II-10820244_pos_-15.5212308023	255.0	+	10820244	10820265	0	1	21	10820243	all_pis_typeII.bed
IV	8433055	8433076	piRNA_type_26793_IV-8433055_pos_-1.67142704168	255.0	+	8433055	8433076	0	1	21	8433047	all_pis_typeII.bed
IV	14825133	14825154	piRNA_type_26339_IV-14825133_neg_-3.32651386234	255.0	-	14825133	14825154	0	1	21	14825132	all_pis_typeII.bed
I	251637	251658	piRNA_type_26146_I-251637_neg_-4.03781577571	255.0	-	251637	251658	0	1	21	251635	all_pis_typeII.bed
IV	16146765	16146786	piRNA_type_27943_IV-16146765_pos_2.78092144438	255.0	+	16146765	16146786	0	1	21	16146764	all_pis_typeII.bed
III	11774765	11774786	piRNA_type_21568_III-11774765_pos_-14.8629451291	255.0	+	11774765	11774786	0	1	21	11774764	all_pis_typeII.bed
IV	17087382	17087403	piRNA_type_21569_IV-17087382_neg_-14.9388881062	255.0	-	17087382	17087403	0	1	21	17087381	all_pis_typeII.bed
IV	13981505	13981526	piRNA_type_28954_IV-13981505_pos_6.43839861837	255.0	+	13981505	13981526	0	1	21	13981504	all_pis_typeII.bed
I	6061316	6061337	piRNA_type_21562_I-6061316_neg_-15.0461859285	255.0	-	6061316	6061337	0	1	21	6061310	all_pis_typeII.bed
IV	15056302	15056323	piRNA_type_21563_IV-15056302_neg_-14.9673958627	255.0	-	15056302	15056323	0	1	21	15056301	all_pis_typeII.bed
I	8491066	8491087	piRNA_type_21560_I-8491066_pos_-15.013043685	255.0	+	8491066	8491087	0	1	21	8491058	all_pis_typeII.bed
IV	11119416	11119437	piRNA_type_21561_IV-11119416_pos_-14.9834355409	255.0	+	11119416	11119437	0	1	21	11119415	all_pis_typeII.bed
II	8029001	8029022	piRNA_type_21566_II-8029001_pos_-14.9225351116	255.0	+	8029001	8029022	0	1	21	8028993	all_pis_typeII.bed
I	8813546	8813567	piRNA_type_21567_I-8813546_pos_-14.9347987396	255.0	+	8813546	8813567	0	1	21	8813538	all_pis_typeII.bed
V	5278215	5278236	piRNA_type_21564_V-5278215_neg_-14.9918100773	255.0	-	5278215	5278236	0	1	21	5278210	all_pis_typeII.bed
II	7478775	7478796	piRNA_type_21565_II-7478775_neg_-14.9608833066	255.0	-	7478775	7478796	0	1	21	7478768	all_pis_typeII.bed
II	6967705	6967726	piRNA_type_21243_II-6967705_neg_-15.9514512581	255.0	-	6967705	6967726	0	1	21	6967699	all_pis_typeII.bed
